,metric,threshold,config_idx,score,precision,recall,f1-score,algorithm,signal_idx,ex_time
0,sss,,0,,0.48687350835322196,0.99836867862969,0.6545454545454545,BasePersistentPattern,0,0.20036911964416504
1,ss,,0,,0.22410187872398474,0.5985294117647059,0.3163305232255925,BasePersistentPattern,0,0.20036911964416504
2,ses_auc,,0,,0.41749174917491755,0.902970297029703,0.47356224466260005,BasePersistentPattern,0,0.20036911964416504
3,ses,0.0,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
4,ses,0.01,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
5,ses,0.02,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
6,ses,0.03,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
7,ses,0.04,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
8,ses,0.05,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
9,ses,0.06,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
10,ses,0.07,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
11,ses,0.08,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
12,ses,0.09,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
13,ses,0.1,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
14,ses,0.11,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
15,ses,0.12,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
16,ses,0.13,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
17,ses,0.14,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
18,ses,0.15,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20036911964416504
