,metric,threshold,config_idx,precision,recall,f1-score,algorithm,signal_idx,ex_time
0,sss,,0,0.5346080305927342,0.9985714285714286,0.6963885429638854,BasePersistentPattern,0,0.7435438632965088
1,ss,,0,0.546660073055823,0.9990476190476191,0.7060375559023554,BasePersistentPattern,0,0.7435438632965088
2,ses,0.0,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
3,ses,0.01,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
4,ses,0.02,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
5,ses,0.03,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
6,ses,0.04,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
7,ses,0.05,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
8,ses,0.06,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
9,ses,0.07,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
10,ses,0.08,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
11,ses,0.09,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
12,ses,0.1,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
13,ses,0.11,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
14,ses,0.12,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
15,ses,0.13,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
16,ses,0.14,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
17,ses,0.15,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
18,ses,0.16,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
19,ses,0.17,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
20,ses,0.18,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
21,ses,0.19,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
22,ses,0.2,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
23,ses,0.21,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
24,ses,0.22,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
25,ses,0.23,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
26,ses,0.24,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
27,ses,0.25,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
28,ses,0.26,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
29,ses,0.27,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
30,ses,0.28,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
31,ses,0.29,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
32,ses,0.3,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
33,ses,0.31,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
34,ses,0.32,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
35,ses,0.33,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
36,ses,0.34,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
37,ses,0.35000000000000003,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
38,ses,0.36,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
39,ses,0.37,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
40,ses,0.38,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
41,ses,0.39,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
42,ses,0.4,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
43,ses,0.41000000000000003,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
44,ses,0.42,0,0.875,1.0,0.9333333333333333,BasePersistentPattern,0,0.7435438632965088
