,metric,threshold,config_idx,precision,recall,f1-score,algorithm,signal_idx,ex_time
0,sss,,0,0.6583411875589067,0.9978571428571429,0.7932992617830779,BasePersistentPattern,0,0.13951492309570312
1,ss,,0,0.6852207483071692,0.9983809523809524,0.8095758719300395,BasePersistentPattern,0,0.13951492309570312
2,ses,0.0,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
3,ses,0.01,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
4,ses,0.02,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
5,ses,0.03,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
6,ses,0.04,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
7,ses,0.05,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
8,ses,0.06,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
9,ses,0.07,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
10,ses,0.08,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
11,ses,0.09,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
12,ses,0.1,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
13,ses,0.11,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
14,ses,0.12,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
15,ses,0.13,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
16,ses,0.14,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
17,ses,0.15,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
18,ses,0.16,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
19,ses,0.17,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
20,ses,0.18,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
21,ses,0.19,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
22,ses,0.2,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
23,ses,0.21,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
24,ses,0.22,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
25,ses,0.23,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
26,ses,0.24,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
27,ses,0.25,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
28,ses,0.26,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
29,ses,0.27,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
30,ses,0.28,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
31,ses,0.29,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
32,ses,0.3,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
33,ses,0.31,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
34,ses,0.32,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
35,ses,0.33,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
36,ses,0.34,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
37,ses,0.35000000000000003,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
38,ses,0.36,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
39,ses,0.37,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
40,ses,0.38,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
41,ses,0.39,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
42,ses,0.4,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
43,ses,0.41000000000000003,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
44,ses,0.42,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
45,ses,0.43,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
46,ses,0.44,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
47,ses,0.45,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
48,ses,0.46,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
49,ses,0.47000000000000003,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
50,ses,0.48,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
51,ses,0.49,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
52,ses,0.5,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
53,ses,0.51,0,1.0,1.0,1.0,BasePersistentPattern,0,0.13951492309570312
54,ses,0.52,0,0.9285714285714286,1.0,0.962962962962963,BasePersistentPattern,0,0.13951492309570312
55,ses,0.53,0,0.8571428571428571,1.0,0.923076923076923,BasePersistentPattern,0,0.13951492309570312
56,ses,0.54,0,0.8571428571428571,1.0,0.923076923076923,BasePersistentPattern,0,0.13951492309570312
57,ses,0.55,0,0.8571428571428571,1.0,0.923076923076923,BasePersistentPattern,0,0.13951492309570312
58,ses,0.56,0,0.8571428571428571,1.0,0.923076923076923,BasePersistentPattern,0,0.13951492309570312
59,ses,0.5700000000000001,0,0.7857142857142857,1.0,0.88,BasePersistentPattern,0,0.13951492309570312
60,ses,0.58,0,0.7857142857142857,1.0,0.88,BasePersistentPattern,0,0.13951492309570312
61,ses,0.59,0,0.7142857142857143,1.0,0.8333333333333333,BasePersistentPattern,0,0.13951492309570312
62,ses,0.6,0,0.6428571428571429,1.0,0.782608695652174,BasePersistentPattern,0,0.13951492309570312
63,ses,0.61,0,0.6428571428571429,1.0,0.782608695652174,BasePersistentPattern,0,0.13951492309570312
64,ses,0.62,0,0.6428571428571429,1.0,0.782608695652174,BasePersistentPattern,0,0.13951492309570312
65,ses,0.63,0,0.6428571428571429,1.0,0.782608695652174,BasePersistentPattern,0,0.13951492309570312
66,ses,0.64,0,0.6428571428571429,1.0,0.782608695652174,BasePersistentPattern,0,0.13951492309570312
67,ses,0.65,0,0.6428571428571429,1.0,0.782608695652174,BasePersistentPattern,0,0.13951492309570312
