,metric,threshold,config_idx,score,precision,recall,f1-score,algorithm,signal_idx,ex_time
0,sss,,0,,0.48687350835322196,0.99836867862969,0.6545454545454545,BasePersistentPattern,0,0.20732998847961426
1,ss,,0,,0.22410187872398474,0.5985294117647059,0.3163305232255925,BasePersistentPattern,0,0.20732998847961426
2,ses_auc,,0,,0.41749174917491755,0.902970297029703,0.47356224466260005,BasePersistentPattern,0,0.20732998847961426
3,ses,0.0,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
4,ses,0.01,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
5,ses,0.02,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
6,ses,0.03,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
7,ses,0.04,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
8,ses,0.05,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
9,ses,0.06,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
10,ses,0.07,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
11,ses,0.08,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
12,ses,0.09,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
13,ses,0.1,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
14,ses,0.11,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
15,ses,0.12,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
16,ses,0.13,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
17,ses,0.14,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
18,ses,0.15,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
19,ses,0.16,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
20,ses,0.17,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
21,ses,0.18,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
22,ses,0.19,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
23,ses,0.2,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
24,ses,0.21,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
25,ses,0.22,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
26,ses,0.23,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
27,ses,0.24,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
28,ses,0.25,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
29,ses,0.26,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
30,ses,0.27,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
31,ses,0.28,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
32,ses,0.29,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
33,ses,0.3,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
34,ses,0.31,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
35,ses,0.32,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
36,ses,0.33,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
37,ses,0.34,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
38,ses,0.35000000000000003,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
39,ses,0.36,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
40,ses,0.37,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
41,ses,0.38,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
42,ses,0.39,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
43,ses,0.4,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
44,ses,0.41000000000000003,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
45,ses,0.42,0,,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.20732998847961426
46,ses,0.43,0,,0.6666666666666666,1.0,0.8,BasePersistentPattern,0,0.20732998847961426
47,ses,0.44,0,,0.6666666666666666,1.0,0.8,BasePersistentPattern,0,0.20732998847961426
48,ses,0.45,0,,0.6666666666666666,1.0,0.8,BasePersistentPattern,0,0.20732998847961426
49,ses,0.46,0,,0.6666666666666666,1.0,0.8,BasePersistentPattern,0,0.20732998847961426
50,ses,0.47000000000000003,0,,0.5,1.0,0.6666666666666666,BasePersistentPattern,0,0.20732998847961426
51,ses,0.48,0,,0.3333333333333333,1.0,0.5,BasePersistentPattern,0,0.20732998847961426
52,ses,0.49,0,,0.3333333333333333,1.0,0.5,BasePersistentPattern,0,0.20732998847961426
53,ses,0.5,0,,0.3333333333333333,1.0,0.5,BasePersistentPattern,0,0.20732998847961426
54,ses,0.51,0,,0.3333333333333333,1.0,0.5,BasePersistentPattern,0,0.20732998847961426
55,ses,0.52,0,,0.3333333333333333,0.8,0.47058823529411764,BasePersistentPattern,0,0.20732998847961426
56,ses,0.53,0,,0.3333333333333333,0.8,0.47058823529411764,BasePersistentPattern,0,0.20732998847961426
57,ses,0.54,0,,0.16666666666666666,0.8,0.27586206896551724,BasePersistentPattern,0,0.20732998847961426
58,ses,0.55,0,,0.16666666666666666,0.8,0.27586206896551724,BasePersistentPattern,0,0.20732998847961426
59,ses,0.56,0,,0.16666666666666666,0.8,0.27586206896551724,BasePersistentPattern,0,0.20732998847961426
60,ses,0.5700000000000001,0,,0.16666666666666666,0.8,0.27586206896551724,BasePersistentPattern,0,0.20732998847961426
61,ses,0.58,0,,0.16666666666666666,0.8,0.27586206896551724,BasePersistentPattern,0,0.20732998847961426
62,ses,0.59,0,,0.16666666666666666,0.8,0.27586206896551724,BasePersistentPattern,0,0.20732998847961426
63,ses,0.6,0,,0.16666666666666666,0.8,0.27586206896551724,BasePersistentPattern,0,0.20732998847961426
64,ses,0.61,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
65,ses,0.62,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
66,ses,0.63,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
67,ses,0.64,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
68,ses,0.65,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
69,ses,0.66,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
70,ses,0.67,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
71,ses,0.68,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
72,ses,0.6900000000000001,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
73,ses,0.7000000000000001,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
74,ses,0.71,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
75,ses,0.72,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
76,ses,0.73,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
77,ses,0.74,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
78,ses,0.75,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
79,ses,0.76,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
80,ses,0.77,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
81,ses,0.78,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
82,ses,0.79,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
83,ses,0.8,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
84,ses,0.81,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
85,ses,0.8200000000000001,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
86,ses,0.8300000000000001,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
87,ses,0.84,0,,0.0,0.8,0.0,BasePersistentPattern,0,0.20732998847961426
