,metric,threshold,config_idx,score,precision,recall,f1-score,algorithm,signal_idx,ex_time
0,sss,,0,nan,0.48687350835322196,0.99836867862969,0.6545454545454545,BasePersistentPattern,0,0.34596705436706543
1,ss,,0,nan,0.22410187872398474,0.5985294117647059,0.3163305232255925,BasePersistentPattern,0,0.34596705436706543
2,ses_auc,,0,nan,0.41749174917491755,0.902970297029703,0.47356224466260005,BasePersistentPattern,0,0.34596705436706543
3,ses,0.0,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
4,ses,0.01,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
5,ses,0.02,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
6,ses,0.03,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
7,ses,0.04,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
8,ses,0.05,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
9,ses,0.06,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
10,ses,0.07,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
11,ses,0.08,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
12,ses,0.09,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
13,ses,0.1,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
14,ses,0.11,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
15,ses,0.12,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
16,ses,0.13,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
17,ses,0.14,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
18,ses,0.15,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
19,ses,0.16,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
20,ses,0.17,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
21,ses,0.18,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
22,ses,0.19,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
23,ses,0.2,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
24,ses,0.21,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
25,ses,0.22,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
26,ses,0.23,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
27,ses,0.24,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
28,ses,0.25,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
29,ses,0.26,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
30,ses,0.27,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
31,ses,0.28,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
32,ses,0.29,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
33,ses,0.3,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
34,ses,0.31,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
35,ses,0.32,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
36,ses,0.33,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
37,ses,0.34,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
38,ses,0.35000000000000003,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
39,ses,0.36,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
40,ses,0.37,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
41,ses,0.38,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
42,ses,0.39,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
43,ses,0.4,0,nan,0.8333333333333334,1.0,0.9090909090909091,BasePersistentPattern,0,0.34596705436706543
