,metric,threshold,config_idx,precision,recall,f1-score,algorithm,signal_idx,ex_time
0,sss,,0,0.44486812837623135,1.0,0.6157906311853969,BasePersistentPattern,0,0.592451810836792
1,ss,,0,0.45148375495519955,1.0,0.6217940429113353,BasePersistentPattern,0,0.592451810836792
2,ses,0.0,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
3,ses,0.01,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
4,ses,0.02,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
5,ses,0.03,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
6,ses,0.04,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
7,ses,0.05,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
8,ses,0.06,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
9,ses,0.07,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
10,ses,0.08,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
11,ses,0.09,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
12,ses,0.1,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
13,ses,0.11,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
14,ses,0.12,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
15,ses,0.13,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
16,ses,0.14,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
17,ses,0.15,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
18,ses,0.16,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
19,ses,0.17,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
20,ses,0.18,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
21,ses,0.19,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
22,ses,0.2,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
23,ses,0.21,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
24,ses,0.22,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
25,ses,0.23,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
26,ses,0.24,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
27,ses,0.25,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
28,ses,0.26,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
29,ses,0.27,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
30,ses,0.28,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
31,ses,0.29,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
32,ses,0.3,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
33,ses,0.31,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
34,ses,0.32,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
35,ses,0.33,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
36,ses,0.34,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
37,ses,0.35000000000000003,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
38,ses,0.36,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
39,ses,0.37,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
40,ses,0.38,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
41,ses,0.39,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
42,ses,0.4,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
43,ses,0.41000000000000003,0,1.0,1.0,1.0,BasePersistentPattern,0,0.592451810836792
44,ses,0.42,0,0.9285714285714286,1.0,0.962962962962963,BasePersistentPattern,0,0.592451810836792
45,ses,0.43,0,0.6428571428571429,1.0,0.782608695652174,BasePersistentPattern,0,0.592451810836792
46,ses,0.44,0,0.6428571428571429,1.0,0.782608695652174,BasePersistentPattern,0,0.592451810836792
47,ses,0.45,0,0.35714285714285715,1.0,0.5263157894736842,BasePersistentPattern,0,0.592451810836792
48,ses,0.46,0,0.14285714285714285,1.0,0.25,BasePersistentPattern,0,0.592451810836792
49,ses,0.47000000000000003,0,0.14285714285714285,1.0,0.25,BasePersistentPattern,0,0.592451810836792
50,ses,0.48,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
51,ses,0.49,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
52,ses,0.5,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
53,ses,0.51,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
54,ses,0.52,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
55,ses,0.53,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
56,ses,0.54,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
57,ses,0.55,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
58,ses,0.56,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
59,ses,0.5700000000000001,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
60,ses,0.58,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
61,ses,0.59,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
62,ses,0.6,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
63,ses,0.61,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
64,ses,0.62,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
65,ses,0.63,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
66,ses,0.64,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
67,ses,0.65,0,0.0,1.0,0.0,BasePersistentPattern,0,0.592451810836792
