,metric,threshold,config_idx,precision,recall,f1-score,algorithm,signal_idx,ex_time
0,sss,,0,0.7759536455818445,0.8644432490586337,0.8178117048346056,BasePersistentPattern,0,0.4389510154724121
1,ss,,0,0.6619202132797009,0.8332688008054396,0.7213202109166286,BasePersistentPattern,0,0.4389510154724121
2,ses,0.0,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
3,ses,0.01,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
4,ses,0.02,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
5,ses,0.03,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
6,ses,0.04,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
7,ses,0.05,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
8,ses,0.06,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
9,ses,0.07,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
10,ses,0.08,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
11,ses,0.09,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
12,ses,0.1,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
13,ses,0.11,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
14,ses,0.12,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
15,ses,0.13,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
16,ses,0.14,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
17,ses,0.15,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
18,ses,0.16,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
19,ses,0.17,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
20,ses,0.18,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
21,ses,0.19,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
22,ses,0.2,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
23,ses,0.21,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
24,ses,0.22,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
25,ses,0.23,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
26,ses,0.24,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
27,ses,0.25,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
28,ses,0.26,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
29,ses,0.27,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
30,ses,0.28,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
31,ses,0.29,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
32,ses,0.3,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
33,ses,0.31,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
34,ses,0.32,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
35,ses,0.33,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
36,ses,0.34,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
37,ses,0.35000000000000003,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
38,ses,0.36,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
39,ses,0.37,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
40,ses,0.38,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
41,ses,0.39,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
42,ses,0.4,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
43,ses,0.41000000000000003,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
44,ses,0.42,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
45,ses,0.43,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
46,ses,0.44,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
47,ses,0.45,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
48,ses,0.46,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
49,ses,0.47000000000000003,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
50,ses,0.48,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
51,ses,0.49,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
52,ses,0.5,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
53,ses,0.51,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
54,ses,0.52,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
55,ses,0.53,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
56,ses,0.54,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
57,ses,0.55,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
58,ses,0.56,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
59,ses,0.5700000000000001,0,1.0,1.0,1.0,BasePersistentPattern,0,0.4389510154724121
60,ses,0.58,0,0.8571428571428571,1.0,0.923076923076923,BasePersistentPattern,0,0.4389510154724121
61,ses,0.59,0,0.8571428571428571,1.0,0.923076923076923,BasePersistentPattern,0,0.4389510154724121
62,ses,0.6,0,0.8571428571428571,1.0,0.923076923076923,BasePersistentPattern,0,0.4389510154724121
63,ses,0.61,0,0.7857142857142857,1.0,0.88,BasePersistentPattern,0,0.4389510154724121
64,ses,0.62,0,0.7857142857142857,1.0,0.88,BasePersistentPattern,0,0.4389510154724121
65,ses,0.63,0,0.7142857142857143,0.9285714285714286,0.8074534161490684,BasePersistentPattern,0,0.4389510154724121
66,ses,0.64,0,0.7142857142857143,0.9285714285714286,0.8074534161490684,BasePersistentPattern,0,0.4389510154724121
67,ses,0.65,0,0.7142857142857143,0.9285714285714286,0.8074534161490684,BasePersistentPattern,0,0.4389510154724121
68,ses,0.66,0,0.7142857142857143,0.9285714285714286,0.8074534161490684,BasePersistentPattern,0,0.4389510154724121
69,ses,0.67,0,0.7142857142857143,0.9285714285714286,0.8074534161490684,BasePersistentPattern,0,0.4389510154724121
70,ses,0.68,0,0.7142857142857143,0.7857142857142857,0.7482993197278911,BasePersistentPattern,0,0.4389510154724121
71,ses,0.6900000000000001,0,0.7142857142857143,0.7857142857142857,0.7482993197278911,BasePersistentPattern,0,0.4389510154724121
72,ses,0.7000000000000001,0,0.5714285714285714,0.7857142857142857,0.6616541353383457,BasePersistentPattern,0,0.4389510154724121
73,ses,0.71,0,0.5714285714285714,0.7857142857142857,0.6616541353383457,BasePersistentPattern,0,0.4389510154724121
